
2021-03-21 17:48:04.242864 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x10df29ee0>, 'Connection to 207.157.220.8 timed out. (connect timeout=17)')) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:48:21.252158 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x10df29c10>, 'Connection to 207.157.220.8 timed out. (connect timeout=17)')) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:48:38.274526 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x10df29130>, 'Connection to 207.157.220.8 timed out. (connect timeout=17)')) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:48:55.285994 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x10ddef6d0>, 'Connection to 208.80.28.208 timed out. (connect timeout=17)')) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:49:04.537719 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guess__us_1.mp3 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1123)'))) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:49:07.263948 :  saved file guess+verb+us.mp3 at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:49:24.475806 :  Searching vocabulary <<guessing game>> at 136 - read_vocabulary_to_search - /Users/truongthuan/Develop/python/blog/dictionary/search.py
2021-03-21 17:50:11.016798 :  error: HTTPSConnectionPool(host='www.oxfordlearnersdictionaries.com', port=443): Max retries exceeded with url: /media/english/us_pron/g/gue/guess/guessing_game_1_us_1.mp3 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x1045a29a0>, 'Connection to 23.95.238.164 timed out. (connect timeout=17)')) at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:50:14.221388 :  saved file guessing-game+noun+us.mp3 at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
2021-03-21 17:50:38.489308 :  saved file guessing-game+noun+uk.mp3 at 56 - downloadFileFromUrl - /Users/truongthuan/Develop/python/blog/dictionary/helper.py
